teamId,teamName
0001,暁月
0002,どんがらがっしゃん
0003,TRINITY
0004,UG
0005,白亜
0006,黎峰
0007,NORA
0008,FVL
0009,BEASTARS
0010,Team K'Os
0011,TAKA
0012,kitsune
0013,NOVICE HALO
0014,がんばる。
0015,Rm
0016,똥똥トントン
0017,Lovushka
0018,Stupid
0019,Stupid2
0020,Stupid3
0021,APC1
0022,APC2
0023,APC3
0024,ラスト・マダガスカル
0025,HAGE
0026,hima
0027,最初はタン
0028,はにゃ高バレー部
0029,生き残り
0030,Conext
0031,Conext Orbit
0032,Conext Nova
0033,Gsus4
0034,Chomin
0035,OFA
0036,OFAJr.A
0037,OFAJr.A
0038,kamonohashi
0039,ねんしょうぐみ
0040,Velvet
0041,ぷにステラ
0042,eclipsis
0043,FORTRESS
0044,鬼灯-百華-
0045,LNC Luna
0046,九六第一高校 水無月
0047,九六第一高校 神無月
0048,ケモミ
0049,TRINITY2
0050,いぬのおなか
,
,
,
,
,
,
,
,
,
,
